"ELEMENT_GLOBAL_ID","SUBNATION_ID","D_CURR_PRESENCE_ABSENCE_ID","D_DIST_CONFIDENCE_ID"
878657,43,3,5
900049,22,1,1
688182,65,1,1
688182,93,1,1
689882,69,3,2
685123,56,1,1
685123,61,3,5
689913,41,1,1
899411,41,1,1
683258,33,1,1
683258,56,1,1
731884,33,1,1
1006272,63,1,1
689647,52,1,1
687906,8,1,1
687906,52,1,1
688792,7,3,5
684511,8,1,1
687250,61,3,5
687250,56,1,1
688581,38,1,1
687593,39,1,1
951318,51,1,1
951318,379,1,1
899283,51,1,1
684233,379,1,1
684233,51,1,1
683874,44,1,1
683874,7,3,5
685590,44,1,1
685590,7,1,1
899985,11,1,1
899985,26,1,1
899985,34,1,1
899985,47,1,1
899899,18,1,1
899899,82,1,1
899241,6,1,1
686632,7,1,1
899663,61,1,1
899779,44,1,1
777931,56,3,5
687191,1,1,1
686132,25,1,1
686132,47,1,1
687837,4,1,1
687837,43,1,1
685533,32,1,1
683233,14,3,5
685944,34,1,1
685613,4,3,5
689862,2,1,1
833285,14,1,1
899023,50,1,1
899023,53,1,1
688968,14,1,1
688968,50,1,1
685963,34,1,1
688845,34,1,1
685522,34,1,1
685522,53,1,1
685578,14,1,1
688018,14,1,1
1010032,67,1,1
1010034,67,1,1
1010036,67,1,1
689966,381,3,5
687882,33,1,1
687882,18,1,1
687882,6,1,1
689905,7,1,1
972805,7,1,1
1010052,67,1,1
1010060,67,1,1
899716,62,1,1
899716,63,1,1
899716,37,1,1
683828,18,1,1
683828,8,1,1
683475,29,1,1
683475,57,1,1
687407,35,1,1
686421,41,1,1
787711,11,1,1
787711,24,1,1
683192,53,1,1
683345,14,3,5
877425,48,1,1
688285,59,1,1
900013,2,1,1
686965,4,1,1
684984,53,1,1
899264,6,1,1
685705,6,1,1
840565,6,1,1
837244,377,1,1
688612,7,1,1
686281,7,1,1
686851,56,1,1
686790,7,1,1
686149,92,1,1
686149,41,1,1
687744,43,1,1
684847,16,1,1
935251,51,1,1
801795,51,1,1
689910,2,1,1
689910,12,1,1
686220,63,3,5
686220,55,1,1
687493,23,1,1
686987,23,1,1
688090,12,1,1
687620,49,1,1
685542,12,1,1
686482,14,3,5
686328,4,1,1
688618,50,1,1
688166,20,1,1
689064,2,1,1
688315,7,1,1
900051,39,1,1
900051,43,1,1
686786,43,1,1
684895,49,1,1
687521,22,1,1
720826,2,1,1
720826,12,1,1
720826,32,1,1
685190,22,3,5
684485,43,1,1
684421,14,1,1
899461,44,1,1
687377,44,1,1
686362,56,1,1
836893,44,1,1
899481,7,1,1
686821,44,1,1
684032,7,1,1
687174,32,3,5
687979,51,3,5
979552,61,1,1
688391,18,1,1
877314,55,1,1
870290,48,1,1
900011,2,3,5
720842,50,1,1
798678,34,1,1
688482,50,1,1
684730,45,1,1
688277,34,1,1
688719,34,1,1
683502,48,1,1
685442,50,1,1
687787,14,1,1
685177,34,1,1
687856,34,1,1
684808,48,1,1
689504,48,1,1
688054,45,1,1
686934,53,1,1
899251,2,1,1
899251,12,1,1
685429,48,1,1
687526,51,1,1
833196,12,1,1
833196,23,1,1
689070,67,1,1
683593,379,3,5
900043,28,1,1
1041618,62,1,1
1041621,61,1,1
1041632,65,1,1
1041665,62,1,1
1041676,70,1,1
1041687,1,1,1
1041742,227,3,5
1041761,60,1,1
899876,65,1,1
1041792,62,1,1
959740,1,1,1
1041837,93,3,5
1041843,61,3,5
1041873,1,1,1
1041885,93,1,1
860574,91,3,5
1042195,67,1,1
1042214,61,1,1
1042214,93,1,1
858291,62,1,1
858291,67,1,1
858291,227,1,1
1010064,41,1,1
689443,7,1,1
689467,44,1,1
683641,7,1,1
685253,7,1,1
686330,7,3,5
683409,7,3,5
685140,7,3,5
685141,7,3,5
1013677,62,1,1
1013677,93,1,1
1013684,70,1,1
683633,44,1,1
887161,61,1,1
899816,1,1,1
1044241,1,1,1
1044247,1,1,1
1044256,1,1,1
1044259,91,1,1
1044262,69,1,1
1044262,227,1,1
1044265,91,1,1
1044277,1,1,1
1044280,65,3,5
1044280,93,3,5
1044283,93,1,1
1044286,61,1,1
1044299,93,1,1
833262,61,1,1
833262,1,1,1
833262,44,1,1
685342,12,1,1
1150945,9,1,1
687779,50,1,1
687779,30,1,1
687779,34,1,1
899421,26,1,1
899421,37,1,1
877688,20,1,1
877688,30,1,1
877688,42,1,1
877688,55,1,1
899532,24,1,1
899532,41,1,1
931854,9,1,1
931854,26,1,1
931854,41,1,1
931856,9,1,1
1171247,45,1,1
1171247,67,1,1
688756,62,1,1
688756,26,1,1
688756,28,1,1
688756,57,1,1
899046,42,1,1
899046,50,1,1
899049,2,1,1
899049,26,1,1
899049,42,1,1
899704,4,1,1
899704,50,1,1
899704,51,1,1
1159089,41,1,1
1159089,68,3,5
1159091,26,1,1
1159091,69,1,1
1159095,32,1,1
1159095,34,1,1
1159097,34,1,1
1159109,9,1,1
1159109,45,1,1
1159113,29,1,1
1159115,37,1,1
1159115,66,1,1
1159115,69,1,1
1159117,9,1,1
1159117,38,1,1
1159117,53,1,1
1159117,57,1,1
1159121,57,1,1
1159139,11,1,1
1159141,53,1,1
1159145,47,1,1
1159147,11,1,1
1159149,58,1,1
1159159,41,1,1
1159165,37,1,1
1159165,53,1,1
1159167,26,1,1
1159167,41,1,1
1159167,66,3,5
1159167,69,1,1
1159177,38,1,1
1159177,63,1,1
1159189,45,1,1
1159191,58,1,1
1159191,20,1,1
1159191,29,1,1
1159191,30,1,1
730852,56,3,5
730852,60,1,1
689427,39,1,1
730893,60,1,1
728637,60,1,1
1179665,19,1,1
1179665,26,1,1
1179665,29,1,1
1179665,69,1,1
1089379,26,1,1
1090280,22,1,1
900108,29,1,1
900108,36,1,1
899737,25,1,1
1093938,26,1,1
1093954,35,1,1
1093954,37,1,1
1093954,57,1,1
1093954,63,3,5
1094025,57,1,1
858623,2,1,1
858623,21,1,1
858623,58,1,1
1094185,20,1,1
1110167,44,1,1
1110228,44,1,1
688664,9,1,1
933779,24,1,1
686817,53,1,1
1151293,14,1,1
1151267,41,1,1
1151267,47,1,1
1151267,53,1,1
1151271,23,1,1
1151275,24,1,1
1151277,48,1,1
1151283,26,1,1
1151283,55,1,1
1151285,25,1,1
687037,67,1,1
687037,19,1,1
835830,30,1,1
835830,49,1,1
899756,35,1,1
899756,36,1,1
689617,9,1,1
687547,26,1,1
689410,38,1,1
689623,41,3,5
899053,8,1,1
899053,40,1,1
899053,52,1,1
685552,18,1,1
686912,56,1,1
899300,40,1,1
688520,4,1,1
686708,50,1,1
686708,53,1,1
685499,48,1,1
689256,11,1,1
689256,53,1,1
689256,9,1,1
687784,14,3,5
686293,2,1,1
686077,59,1,1
689398,18,1,1
899234,28,1,1
1125704,33,1,1
688444,14,1,1
688444,2,1,1
1127124,36,1,1
1127126,59,1,1
1127134,56,3,5
1127134,8,1,1
1041057,93,3,5
1041062,93,3,5
1041098,93,1,1
1041364,93,1,1
1041386,93,1,1
860754,1,1,1
1041506,44,1,1
1041555,1,1,1
860789,1,1,1
1041615,1,1,1
1041615,91,1,1
1041616,62,1,1
1041617,91,1,1
1132350,2,1,1
1132350,50,1,1
1132352,22,3,5
1132354,48,1,1
1132354,50,1,1
690000,12,1,1
899622,7,1,1
899622,18,1,1
899622,40,3,5
899622,44,1,1
866494,40,1,1
899635,43,1,1
683149,38,1,1
683149,67,1,1
1085089,7,3,5
1085089,40,1,1
1085089,52,1,1
969549,7,1,1
969576,7,1,1
1132396,51,1,1
687746,19,1,1
1146914,28,1,1
1146916,19,1,1
1146924,55,1,1
1146924,57,1,1
1146924,66,1,1
1146926,24,1,1
1146926,26,1,1
1146926,28,1,1
1146926,41,1,1
1146926,45,1,1
1225173,56,1,1
1225175,56,1,1
1225181,56,1,1
1225183,44,3,5
1225197,56,1,1
1225199,7,1,1
1225203,8,1,1
1225211,56,1,1
683195,52,1,1
686622,44,1,1
686622,60,1,1
685295,18,1,1
685295,8,1,1
684737,33,1,1
688761,8,1,1
688761,39,1,1
684210,52,1,1
1225584,379,1,1
1225586,39,1,1
1225590,8,1,1
1225590,52,1,1
942422,44,1,1
835765,33,1,1
835793,52,1,1
835811,44,1,1
835811,56,1,1
1233804,23,1,1
1233806,4,1,1
1233808,2,3,5
1233810,2,1,1
1233814,30,1,1
683810,30,1,1
1238781,8,1,1
1238781,18,3,5
1238793,44,1,1
1238799,51,1,1
1238805,52,1,1
1170324,67,1,1
685169,58,1,1
685169,53,1,1
686307,34,1,1
1159133,9,1,1
899707,11,1,1
899707,34,1,1
1171243,2,1,1
1171243,32,1,1
1171243,34,1,1
1171245,48,3,5
1171251,53,1,1
1146928,42,1,1
686125,67,1,1
686125,29,1,1
688617,67,1,1
900122,29,1,1
1146922,67,1,1
1146922,69,1,1
1202417,69,1,1
687513,67,3,5
893408,67,1,1
1159085,26,1,1
1159085,41,1,1
1159085,62,1,1
1159085,67,1,1
1150939,69,3,5
1150937,26,1,1
1150937,41,1,1
1159181,23,1,1
1222775,56,1,1
1222779,56,1,1
1222799,56,1,1
1222805,56,1,1
1222809,56,1,1
1222815,44,3,5
1222821,56,1,1
1222829,33,3,5
1222831,44,3,5
1222835,56,1,1
1222841,56,1,1
1222857,61,3,5
1222863,44,3,5
1222865,56,1,1
1222879,56,1,1
1268465,2,1,1
1268469,2,1,1
1268469,12,1,1
1268469,32,1,1
1268477,4,1,1
1268489,36,1,1
1268517,51,1,1
1268519,21,1,1
1268519,36,1,1
1268519,43,1,1
1268523,16,1,1
1268529,16,1,1
1268537,16,1,1
1268561,16,1,1
1268705,65,1,1
1269124,60,1,1
1269134,6,1,1
1269134,39,1,1
900094,60,1,1
1275206,67,1,1
1275208,49,1,1
1275218,70,1,1
1275222,67,1,1
1275222,33,3,5
1275224,33,1,1
899586,18,1,1
899586,59,1,1
899586,60,1,1
730773,60,1,1
900038,61,3,5
683570,35,1,1
685837,49,1,1
686887,40,1,1
899149,33,1,1
899149,56,1,1
1278505,52,1,1
1278509,52,1,1
1278509,59,1,1
686924,8,1,1
898981,14,1,1
898981,53,1,1
1268555,24,1,1
683948,2,1,1
683948,12,1,1
683695,14,3,5
899742,53,1,1
686372,69,3,5
686372,29,1,1
684969,29,3,5
684969,51,1,1
684969,57,3,5
684439,4,1,1
684439,23,1,1
899748,17,1,1
899739,2,1,1
1279624,32,1,1
1279644,23,1,1
1279646,4,1,1
1279646,43,1,1
1279658,23,1,1
898960,7,1,1
899911,377,3,5
685326,7,1,1
688819,7,1,1
874094,44,1,1
874149,377,3,5
1277497,7,1,1
1277507,7,1,1
1277515,7,1,1
1277551,7,1,1
1277571,44,3,5
1277573,7,1,1
1277573,44,3,5
1277578,44,3,5
1277588,7,1,1
1277604,44,3,5
1277626,7,1,1
1277630,7,1,1
1277638,7,1,1
1277642,7,1,1
1277684,7,1,1
1277692,7,1,1
1277752,7,1,1
1277770,7,1,1
1277772,7,1,1
1277776,7,1,1
1277782,7,1,1
1277784,7,1,1
1232161,227,1,1
1232165,62,1,1
1232165,67,1,1
1232165,227,1,1
1232165,1,1,1
1232167,65,1,1
1232167,67,1,1
1232167,1,1,1
899427,9,1,1
899427,24,1,1
688259,37,1,1
688259,55,1,1
1146920,37,1,1
1146910,28,1,1
1146910,37,1,1
1146910,41,1,1
1146910,92,1,1
1159125,17,1,1
1159125,30,1,1
1159125,43,3,5
1159125,58,1,1
1242955,19,1,1
1242957,21,1,1
1242963,36,1,1
1251777,24,1,1
1251779,41,1,1
1225596,44,1,1
899501,61,1,1
899510,7,3,5
688390,56,1,1
900014,18,1,1
900015,33,1,1
900036,18,1,1
900036,33,1,1
900036,52,1,1
899791,7,1,1
899942,18,1,1
899942,40,3,5
899946,8,1,1
899946,39,1,1
899069,53,1,1
684427,47,1,1
1252492,48,1,1
1252494,11,1,1
1252839,14,1,1
1110176,18,1,1
899671,18,1,1
1256094,24,1,1
720736,2,1,1
688730,10,1,1
868476,16,1,1
868477,16,1,1
689547,39,1,1
899240,381,1,1
899543,39,1,1
899543,52,1,1
899550,18,1,1
899550,33,1,1
899549,59,1,1
899547,33,1,1
899813,52,1,1
899813,59,1,1
899849,18,1,1
899849,44,1,1
899052,39,1,1
900023,381,1,1
1238807,6,1,1
1238807,18,1,1
1238807,39,1,1
1238807,59,1,1
1238807,60,1,1
687585,39,1,1
1270944,51,1,1
1270944,379,1,1
1270946,7,1,1
1270948,44,1,1
1270950,18,1,1
1270950,33,1,1
1270952,8,1,1
1270954,51,1,1
1270958,6,1,1
1270958,59,1,1
1270962,379,1,1
1270962,381,1,1
1270988,39,1,1
1270990,39,1,1
1270990,381,1,1
1270996,39,1,1
1271002,39,1,1
1271028,39,1,1
688555,44,1,1
958426,7,1,1
874101,61,3,5
899902,44,1,1
943237,56,3,5
1225187,7,1,1
1225187,44,1,1
899901,40,1,1
899901,56,3,5
935020,6,1,1
935020,33,1,1
935020,59,1,1
1271343,40,1,1
1271530,44,1,1
1271530,56,1,1
899627,18,1,1
899627,52,1,1
899627,56,1,1
899035,7,1,1
899035,377,1,1
899324,40,3,5
1239379,7,1,1
1239387,44,1,1
1239389,44,1,1
1239391,7,1,1
1239395,80,3,5
1239399,8,1,1
1239399,40,1,1
1239399,61,3,5
1239401,6,1,1
1239401,59,1,1
1267581,51,1,1
1267581,393,1,1
899893,82,1,1
683219,82,1,1
683219,381,3,5
1344243,61,3,5
1344244,62,3,5
1344244,65,1,1
1344246,1,1,1
1344248,1,1,1
1344248,91,3,5
1344249,61,1,1
1344252,1,1,1
899191,51,1,1
877352,22,1,1
877352,34,1,1
1302489,22,1,1
1302491,50,1,1
1127112,51,1,1
860829,93,1,1
899459,61,1,1
899457,1,1,1
1041825,65,3,5
1041514,1,1,1
1281864,23,1,1
1281864,34,1,1
1281864,51,1,1
1349437,49,1,1
1349439,69,1,1
1349440,49,1,1
1349442,8,1,1
1349444,48,3,5
1349447,25,3,5
1349447,53,3,5
1349451,22,1,1
900080,62,1,1
900082,62,1,1
1275198,60,1,1
1275198,36,1,1
1275198,49,1,1
687652,33,1,1
1309263,60,1,1
1309263,62,1,1
934599,36,1,1
1352332,36,1,1
1352334,36,1,1
1352336,59,3,5
1352338,8,1,1
1352340,30,1,1
899842,39,1,1
899842,52,1,1
899802,377,3,5
1353055,21,1,1
1353055,49,1,1
1362521,44,1,1
878775,14,1,1
878775,50,1,1
899710,11,1,1
899710,25,1,1
899710,53,1,1
689750,38,1,1
683268,38,1,1
1233784,4,1,1
1233784,23,1,1
1233818,51,1,1
899021,14,1,1
899021,19,1,1
899121,23,1,1
684249,51,1,1
1281866,82,1,1
1281868,43,1,1
1281868,51,1,1
1281874,48,1,1
1281876,2,1,1
1281876,14,1,1
1281882,2,1,1
1281882,32,1,1
1281882,34,1,1
1281884,23,1,1
1281896,34,1,1
1281902,32,1,1
1281904,4,1,1
1281908,4,1,1
867660,16,1,1
838416,14,1,1
838416,22,1,1
838416,30,1,1
932050,53,1,1
933350,2,1,1
838405,51,1,1
1279618,25,1,1
1279618,53,1,1
860449,14,1,1
860449,22,1,1
860449,25,1,1
899258,6,1,1
838440,383,1,1
838440,6,1,1
881401,377,1,1
931837,37,1,1
931837,50,1,1
931837,58,1,1
877316,2,1,1
877316,10,1,1
1151265,10,1,1
1151265,38,1,1
931836,20,1,1
931836,35,1,1
838459,20,1,1
838459,43,1,1
838459,45,1,1
838459,57,1,1
1285521,17,1,1
1285521,29,1,1
1285521,36,1,1
1285521,43,3,5
838549,37,1,1
1207718,67,1,1
1207718,9,1,1
1207718,53,1,1
1150941,26,1,1
1150941,55,1,1
1256090,66,3,5
838498,11,1,1
838498,24,1,1
1284769,21,1,1
833209,51,1,1
1085042,6,1,1
1085069,6,1,1
838618,8,1,1
838618,381,1,1
836528,51,1,1
836554,18,1,1
836562,44,1,1
877291,33,1,1
877291,35,1,1
877291,61,1,1
836655,60,1,1
836647,33,1,1
932906,7,1,1
835947,377,1,1
860518,44,1,1
860518,61,1,1
835949,61,1,1
835949,56,1,1
838600,39,1,1
835750,6,1,1
835750,18,1,1
835750,40,1,1
835750,56,1,1
872650,28,3,5
872650,91,1,1
899895,28,3,5
899895,67,1,1
860496,1,1,1
836040,377,3,5
860467,32,1,1
835984,4,1,1
1279614,53,1,1
1302634,19,1,1
1302634,23,1,1
1302634,49,1,1
1302634,57,1,1
1302634,67,1,1
877354,9,1,1
877354,26,1,1
877358,41,1,1
860489,36,1,1
1285582,56,1,1
837856,8,1,1
1285584,7,1,1
1285584,18,1,1
836914,18,1,1
836914,35,1,1
836914,44,1,1
900017,33,1,1
900016,60,1,1
837646,18,1,1
837646,52,1,1
860511,7,1,1
874156,61,3,5
860688,4,1,1
860688,29,1,1
860688,35,1,1
860688,43,1,1
860688,57,1,1
857357,51,1,1
860481,35,1,1
860481,70,1,1
856963,70,1,1
856963,35,1,1
856981,35,1,1
856981,36,1,1
860480,36,1,1
1127110,70,1,1
860672,59,1,1
872643,60,1,1
1270111,1,1,1
959134,4,1,1
1256088,48,1,1
858134,41,1,1
858134,42,1,1
932947,18,1,1
932947,33,1,1
932947,40,1,1
932947,377,1,1
860452,18,1,1
860452,59,1,1
837419,39,1,1
837419,40,1,1
837419,44,1,1
837419,59,1,1
895818,52,1,1
860590,7,1,1
860590,18,1,1
837832,39,1,1
837794,61,1,1
837794,52,1,1
835909,8,1,1
860463,39,1,1
860416,6,1,1
860416,8,1,1
857406,40,1,1
857406,44,1,1
857406,56,1,1
857406,59,1,1
860755,8,1,1
860755,40,1,1
860504,52,1,1
860504,76,1,1
