"","Observation_Label","Observation_ID","Species","Simple","Field","Shrub","Subcanopy","Tree","mfreq","Total","Soil","soilplot","sqrttotal"
"1","2016MI037001","GRR.GJS.2016.21","Typha angustifolia","Graminoid",99.9,0,0,0,1,99.8990010099899,"Houghton","Houghton.2016MI037001",9.99494877475567
"2","2016MI037001","GRR.GJS.2016.21","Saururus cernuus","Forb",0.3,0,0,0,1,0.299997000029995,"Houghton","Houghton.2016MI037001",0.547719818912913
"3","2016MI037001","GRR.GJS.2016.21","Xanthium strumarium","Forb",0.7,0,0,0,1,0.699993000069998,"Houghton","Houghton.2016MI037001",0.836655843265317
"4","2016MI037001","GRR.GJS.2016.21","Echinocystis lobata","Forb",0.3,0,0,0,1,0.299997000029995,"Houghton","Houghton.2016MI037001",0.547719818912913
"5","2016MI037001","GRR.GJS.2016.21","Lysimachia terrestris","Forb",0.3,0,0,0,1,0.299997000029995,"Houghton","Houghton.2016MI037001",0.547719818912913
"6","2016MI045005","GRR.GJS.2016.59","Parthenocissus quinquefolia","Deciduous",1.4,0,0,0,1,1.39998600014,"Palms","Palms.2016MI045005",1.18321004058451
"7","2016MI045005","GRR.GJS.2016.59","Thelypteris palustris","Forb",6.9,0,0,0,1,6.89993100069,"Palms","Palms.2016MI045005",2.62677197348571
"8","2016MI045005","GRR.GJS.2016.59","Impatiens capensis","Forb",6.9,0,0,0,1,6.89993100069,"Palms","Palms.2016MI045005",2.62677197348571
"9","2016MI045005","GRR.GJS.2016.59","Equisetum fluviatile","Forb",13.4,0,0,0,1,13.39986600134,"Palms","Palms.2016MI045005",3.66058274067668
"10","2016MI045005","GRR.GJS.2016.59","Mentha arvensis","Forb",1.4,0,0,0,1,1.39998600014,"Palms","Palms.2016MI045005",1.18321004058451
"11","2016MI045005","GRR.GJS.2016.59","Torilis japonica","Forb",6.9,0,0,0,1,6.89993100069,"Palms","Palms.2016MI045005",2.62677197348571
"12","2016MI045005","GRR.GJS.2016.59","Ulmus americana","Deciduous",0,6.9,0,0,1,6.89993100069,"Palms","Palms.2016MI045005",2.62677197348571
